age,math,programming,creativity,communication,logic,preferred_subject,career
18,0,0,0,0,0,Design,Technical Writer
18,0,0,0,0,0,Design,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
22,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
24,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
24,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
21,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
20,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
18,2,2,2,2,2,ComputerScience,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
23,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
25,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
20,1,1,1,1,1,Math,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
22,3,3,3,3,3,Business,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
21,2,2,2,2,2,ComputerScience,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
18,2,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
20,4,4,4,4,4,Physics,Technical Writer
19,4,4,4,5,4,Physics,Technical Writer
25,4,4,4,1,4,Physics,Technical Writer
21,4,4,4,0,4,Physics,Technical Writer
21,4,4,4,3,4,Physics,Technical Writer
21,4,4,4,2,4,Physics,Technical Writer
25,5,5,5,4,5,Arts,Technical Writer
23,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,1,5,Arts,Technical Writer
24,5,5,5,0,5,Arts,Technical Writer
19,5,5,5,3,5,Arts,Technical Writer
21,5,5,5,2,5,Arts,Technical Writer
23,1,1,1,4,1,Math,Technical Writer
20,1,1,1,5,1,Math,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
23,1,1,1,0,1,Math,Technical Writer
25,1,1,1,3,1,Math,Technical Writer
24,1,1,1,2,1,Math,Technical Writer
24,0,0,0,4,0,Design,Technical Writer
20,0,0,0,5,0,Design,Technical Writer
20,0,0,0,1,0,Design,Technical Writer
25,0,0,0,0,0,Design,Technical Writer
18,0,0,0,3,0,Design,Technical Writer
20,0,0,0,2,0,Design,Technical Writer
19,3,3,3,4,3,Business,Technical Writer
18,3,3,3,5,3,Business,Technical Writer
20,3,3,3,1,3,Business,Technical Writer
22,3,3,3,0,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
20,3,3,3,2,3,Business,Technical Writer
19,2,2,2,4,2,ComputerScience,Technical Writer
21,2,2,2,5,2,ComputerScience,Technical Writer
20,2,2,2,1,2,ComputerScience,Technical Writer
24,2,2,2,0,2,ComputerScience,Technical Writer
24,2,2,2,3,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
24,5,4,4,4,4,Physics,Technical Writer
22,1,4,4,4,4,Physics,Technical Writer
20,0,4,4,4,4,Physics,Technical Writer
25,3,4,4,4,4,Physics,Technical Writer
24,2,4,4,4,4,Physics,Technical Writer
18,4,5,5,5,5,Arts,Technical Writer
25,5,5,5,5,5,Arts,Technical Writer
21,1,5,5,5,5,Arts,Technical Writer
22,0,5,5,5,5,Arts,Technical Writer
18,3,5,5,5,5,Arts,Technical Writer
18,2,5,5,5,5,Arts,Technical Writer
18,4,1,1,1,1,Math,Technical Writer
18,5,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
25,0,1,1,1,1,Math,Technical Writer
20,3,1,1,1,1,Math,Technical Writer
24,2,1,1,1,1,Math,Technical Writer
23,4,0,0,0,0,Design,Technical Writer
20,5,0,0,0,0,Design,Technical Writer
20,1,0,0,0,0,Design,Technical Writer
22,0,0,0,0,0,Design,Technical Writer
22,3,0,0,0,0,Design,Technical Writer
24,2,0,0,0,0,Design,Technical Writer
23,4,3,3,3,3,Business,Technical Writer
22,5,3,3,3,3,Business,Technical Writer
24,1,3,3,3,3,Business,Technical Writer
24,0,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
19,2,3,3,3,3,Business,Technical Writer
25,4,2,2,2,2,ComputerScience,Technical Writer
23,5,2,2,2,2,ComputerScience,Technical Writer
22,1,2,2,2,2,ComputerScience,Technical Writer
23,0,2,2,2,2,ComputerScience,Technical Writer
20,3,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
19,4,4,5,4,5,Physics,Technical Writer
19,4,4,1,4,1,Physics,Technical Writer
25,4,4,0,4,0,Physics,Technical Writer
23,4,4,3,4,3,Physics,Technical Writer
22,4,4,2,4,2,Physics,Technical Writer
25,5,5,4,5,4,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
19,5,5,1,5,1,Arts,Technical Writer
18,5,5,0,5,0,Arts,Technical Writer
25,5,5,3,5,3,Arts,Technical Writer
20,5,5,2,5,2,Arts,Technical Writer
25,1,1,4,1,4,Math,Technical Writer
23,1,1,5,1,5,Math,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
23,1,1,0,1,0,Math,Technical Writer
24,1,1,3,1,3,Math,Technical Writer
20,1,1,2,1,2,Math,Technical Writer
20,0,0,4,0,4,Design,Technical Writer
19,0,0,5,0,5,Design,Technical Writer
25,0,0,1,0,1,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
18,0,0,3,0,3,Design,Technical Writer
25,0,0,2,0,2,Design,Technical Writer
24,3,3,4,3,4,Business,Technical Writer
23,3,3,5,3,5,Business,Technical Writer
24,3,3,1,3,1,Business,Technical Writer
20,3,3,0,3,0,Business,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
21,3,3,2,3,2,Business,Technical Writer
18,2,2,4,2,4,ComputerScience,Technical Writer
22,2,2,5,2,5,ComputerScience,Technical Writer
18,2,2,1,2,1,ComputerScience,Technical Writer
24,2,2,0,2,0,ComputerScience,Technical Writer
22,2,2,3,2,3,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
19,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
25,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
22,3,3,3,3,3,Business,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
20,4,4,4,4,4,Physics,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
19,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
19,5,5,5,5,5,Arts,Technical Writer
19,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
25,5,5,5,5,5,Arts,Technical Writer
23,5,5,5,5,5,Arts,Technical Writer
21,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
24,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
24,3,3,3,3,3,Business,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
22,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
22,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
25,0,0,0,0,0,Design,Technical Writer
23,0,0,0,0,0,Design,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
21,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
21,2,2,2,2,2,ComputerScience,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
21,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
24,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
20,4,4,4,4,4,Physics,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
25,5,5,5,5,5,Arts,Technical Writer
19,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
23,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
25,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
24,1,1,1,1,1,Math,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
18,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
18,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
18,0,0,0,0,0,Design,Technical Writer
24,3,3,3,3,3,Business,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
22,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
19,3,3,3,3,3,Business,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
23,2,2,2,2,2,ComputerScience,Technical Writer
18,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
25,2,2,2,2,2,ComputerScience,Technical Writer
19,4,4,4,4,4,Physics,Technical Writer
25,4,4,4,4,4,Physics,Technical Writer
18,4,4,4,4,4,Physics,Technical Writer
23,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Physics,Technical Writer
21,4,4,4,4,4,Physics,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
25,5,5,5,5,5,Arts,Technical Writer
22,5,5,5,5,5,Arts,Technical Writer
21,5,5,5,5,5,Arts,Technical Writer
20,5,5,5,5,5,Arts,Technical Writer
18,5,5,5,5,5,Arts,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
20,1,1,1,1,1,Math,Technical Writer
20,1,1,1,1,1,Math,Technical Writer
18,1,1,1,1,1,Math,Technical Writer
20,1,1,1,1,1,Math,Technical Writer
19,1,1,1,1,1,Math,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
19,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Design,Technical Writer
20,0,0,0,0,0,Design,Technical Writer
22,3,3,3,3,3,Business,Technical Writer
20,3,3,3,3,3,Business,Technical Writer
18,3,3,3,3,3,Business,Technical Writer
23,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
25,3,3,3,3,3,Business,Technical Writer
21,2,2,2,2,2,ComputerScience,Technical Writer
20,2,2,2,2,2,ComputerScience,Technical Writer
22,2,2,2,2,2,ComputerScience,Technical Writer
18,2,2,2,2,2,ComputerScience,Technical Writer
19,2,2,2,2,2,ComputerScience,Technical Writer
24,2,2,2,2,2,ComputerScience,Technical Writer
19,4,4,4,4,4,Physics,Technical Writer
22,4,4,4,4,4,Arts,Technical Writer
18,4,4,4,4,4,Math,Technical Writer
21,4,4,4,4,4,Design,Technical Writer
20,4,4,4,4,4,Business,Technical Writer
18,4,4,4,4,4,ComputerScience,Technical Writer
25,5,5,5,5,5,Physics,Technical Writer
24,5,5,5,5,5,Arts,Technical Writer
19,5,5,5,5,5,Math,Technical Writer
24,5,5,5,5,5,Design,Technical Writer
24,5,5,5,5,5,Business,Technical Writer
22,5,5,5,5,5,ComputerScience,Technical Writer
22,1,1,1,1,1,Physics,Technical Writer
20,1,1,1,1,1,Arts,Technical Writer
22,1,1,1,1,1,Math,Technical Writer
22,1,1,1,1,1,Design,Technical Writer
18,1,1,1,1,1,Business,Technical Writer
25,1,1,1,1,1,ComputerScience,Technical Writer
21,0,0,0,0,0,Physics,Technical Writer
20,0,0,0,0,0,Arts,Technical Writer
18,0,0,0,0,0,Math,Technical Writer
21,0,0,0,0,0,Design,Technical Writer
24,0,0,0,0,0,Business,Technical Writer
18,0,0,0,0,0,ComputerScience,Technical Writer
23,3,3,3,3,3,Physics,Technical Writer
18,3,3,3,3,3,Arts,Technical Writer
